"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Aug 06 10:23:37 GMT 2023","Sun Aug 06 10:23:37 GMT 2023","0","tests","test_authorization","","","","test_for_authorization",""
