"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Aug 06 20:29:49 GMT 2023","Sun Aug 06 20:29:49 GMT 2023","0","tests","test_authorization","","","","test_for_authorization",""
