"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 08 06:42:50 GMT 2023","Tue Aug 08 06:42:59 GMT 2023","8356","tests","test_authorization","","","","test_for_authorization",""
